Smiles String,agg?
CCCc1nc2oc3ccccc3c(=O)c2c(=O)n1-c1ccc(C)cc1,0
CC(=O)NCCn1c(SCC(=O)NCCc2ccc(S(N)(=O)=O)cc2)nc2ccccc2c1=O,0
CC(OC(=O)c1ccco1)C(=O)NCc1ccc2c(c1)OCO2,0
Cc1ccc(NC(=O)Cn2nc(-c3ccccc3Cl)ccc2=O)c(Br)c1,0
COc1ccc(S(=O)(=O)n2nc(-n3c(C)ccc3C)c3c(F)cccc32)cc1OC,0
CCc1ccc(N2CC(C(=O)Nc3ccc4c(c3)OCCO4)CC2=O)cc1,0
CC(=O)Nc1ccccc1C(=O)C(=O)Nc1ccc(F)c(Cl)c1,0
CCOc1ccc(Nc2nc(Cc3nnc(SCC(=O)NC4CCCC4)n3C)cs2)cc1,0
COc1cc2oc(-c3ccccc3)cc(=O)c2cc1O,0
NC(=O)c1snnc1-c1ccccc1,0
COc1ccccc1Nc1ncc(C(C)=O)c(C)n1,0
O=C(Nc1ccccc1)C1=CC(c2csc3ccccc23)CC(OCCCCO)O1,0
COc1cccc(CNC(=O)C(=O)NCC2OCCCN2S(=O)(=O)c2cc(C)ccc2C)c1,0
COc1cc(S(=O)(=O)NCc2cccnc2)c(OC)cc1Br,0
COc1cccc(S(=O)(=O)NCc2ccc(C(=O)N3CCN(c4ccccc4)CC3)cc2)c1,0
CCOC(=O)c1ccc(S(=O)(=O)N2CCC(C(=O)NCC3CCCCC3)CC2)cc1,0
O=C(CCNc1ccc(F)cc1)c1cccc([N+](=O)[O-])c1,0
CN(c1ccccc1C(=O)NC1CC2CCC1C2)S(=O)(=O)c1ccccc1,0
Cc1ccc(NC(=O)c2c(C(F)(F)F)nn(C)c2SCc2cccc(C(F)(F)F)c2)cc1C,0
O=C(CCNC(=O)c1ccco1)Nc1nc2ccccc2s1,0
Cc1c(C)c2ccc(OCC(=O)NCCCn3ccnc3)cc2oc1=O,0
CC(C)(C)NC(=O)NC(=O)CN1C(=O)NC(C)(c2ccccc2)C1=O,0
C=CCn1cc(C(=O)N2CCN(CC)CC2)c(=O)c2cc(S(=O)(=O)N(CC)CC)ccc21,0
COc1ccc(-c2csc(Nc3ccc(C)cn3)n2)cc1OC,0
Cc1nc(NC2=NCN(CCc3ccccc3)CN2)nc2c(C)cccc12,0
C=CCOc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2Cc2cccnc2)cc1,0
Cc1ccc(S(=O)(=O)Nc2cc(C)c(O)c(Sc3nnc(C)[nH]3)c2)cc1,0
Cc1ccc(OCCOc2ccc(Br)cc2/C=N/NC(N)=O)cc1,0
Cc1ccc(C)c(NC(=O)NNC(=O)c2cc3ccccc3cc2O)c1,0
CC(=O)OC1c2ccccc2-c2ccccc2C1OC(C)=O,0
O=C(CNS(=O)(=O)c1ccc2c(c1)OCCCO2)N1CCN(c2ccc(F)cc2)CC1,0
Nc1ccccc1Nc1c(F)c(F)nc(F)c1Cl,0
COc1ccc(S(=O)(=O)N(c2onc(C)c2Cl)S(=O)(=O)c2ccc(OC)cc2)cc1,0
Cc1cccc(C)c1NC(=O)CN1C(=O)NC(C)(CCc2ccccc2)C1=O,0
CCNC(=O)COc1ccc(-c2ccccc2)cc1,0
Cc1nc(CC(=O)NNS(=O)(=O)c2ccc(F)c(Cl)c2)cs1,0
Cc1cc(CNC(=O)C2CCC(=O)N(CCc3cccc(F)c3)C2)on1,0
Cc1ccc(N(CC(=O)NC2CCCCC2)C(=O)CCCC(=O)Nc2ccccn2)cc1,0
COc1ccccc1CN(C)C(=O)c1cc2ccccc2o1,0
CCCCSc1nnc(C(NC(=O)OC(C)(C)C)C(C)C)o1,0
CCCS(=O)(=O)N1CCC(C(=O)NC2CCC(C)CC2)CC1,0
CCNc1nc(C)cc(COC)c1C#N,0
COc1ccc2c(c1)c(=O)oc1c(C)c(OCc3cc(C(=O)O)oc3C)ccc12,0
CCC(C)NC(=O)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2,0
O=C(NC(=S)Nc1cccnc1)c1cccc(Br)c1,0
COC(=O)CCCCCCCC(=O)Nc1nnc(C(F)(F)F)s1,0
O=C(NCCc1cccs1)C1CC(c2ccccc2F)=NO1,0
COC(=O)C1=NN(C(=O)c2ccc(C)cc2)C(O)(c2ccc(Cl)cc2)C1,0
CC(C)CCNC(=O)COc1ccc2c3c(c(=O)oc2c1)CCC3,0
CC(=CS(=O)(=O)c1ccc(Cl)c(Cl)c1)NNC(N)=S,0
O=C(c1ccc(Br)cc1)N(Cc1nc(=O)c2ccccc2[nH]1)C1CCCC1,0
Nc1cc(N)c(OCC(F)(F)F)cc1OCC(F)(F)F,0
O=C(CCc1nnc2ccc(NCc3ccco3)nn12)N1CCCCC1,0
Cc1ccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccncc2)c(C)c1,0
